Дата;Инн;КБК;Наименование КБК;Сальдо
01.05.2015;0266029093;18210501012010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-4794
01.05.2015;0266031014;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-196,24
01.05.2015;0266031014;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-92
01.05.2015;0266031014;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-246
01.05.2015;0274170251;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-80172
01.05.2015;0274170251;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-4167
01.05.2015;0266026310;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-5006,04
01.05.2015;0263010256;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-6297,24
01.05.2015;0266018623;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-66,51
01.05.2015;0266017549;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-243,06
01.05.2015;0266017549;18210908020060000140;Недоимка , пени, иные финансовые санкции по взносам  в  Пенсионный фонд  РФ;-2668
01.05.2015;0266017549;18210908040080000140;Недоимка по взносам в Федеральный фонд обязательного медицинского страхования;-165,6
01.05.2015;0266017549;18210907052040000110;Прочие местные налоги и сборы;-460
01.05.2015;0266017549;18210908060010000140;Недоимка , пени и штрафы по взносам в Гос. фонд занятости населения РФ, а также средства указанного Фонда, возвращаемые;-69
01.05.2015;0266017549;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-19255
01.05.2015;0266017549;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-1480
01.05.2015;0266017549;18210904030010000110;"Налог на пользователей автомобильных дорог (в части погашения задолженности прошлых лет);";-1007,14
01.05.2015;0266017549;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-13319
01.05.2015;0266029449;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-6900
01.05.2015;0266029449;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-555,72
01.05.2015;0266029449;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-7369,91
01.05.2015;0266029449;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-8339
01.05.2015;0266025412;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-305
01.05.2015;0266025532;18210301000010000110;НДС Налогового агента;-2339,38
01.05.2015;0266027410;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-1357
01.05.2015;0266023260;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-4014,55
01.05.2015;0266023260;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-18233
01.05.2015;0266023260;18210909030080000110;Единый социальный налог, зачисляемый в Федеральный фонд обязательного медицинского страхования;-14306
01.05.2015;0266023260;18210909010010000110;(НА) Единый социальный налог (взнос),зачисляемый в федеральный бюджет;-14490
01.05.2015;0266023260;18210909020070000110;(НА)Единый социальный налог(взнос), зачисляемый в Фонд  социального страхования РФ;-8019
01.05.2015;0266000947;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-157,55
01.05.2015;0266000947;18210909020070000110;(НА)Единый социальный налог(взнос), зачисляемый в Фонд  социального страхования РФ;-2167
01.05.2015;0266000947;18210909030080000110;Единый социальный налог, зачисляемый в Федеральный фонд обязательного медицинского страхования;-1842
01.05.2015;0266000947;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-192
01.05.2015;0266000947;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-5451
01.05.2015;0266000947;18210901020040000110;Налог на прибыль организаций, зачисл в местный бюджет;-1744,14
01.05.2015;0266000947;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-4029,72
01.05.2015;0266000947;18210904030010000110;"Налог на пользователей автомобильных дорог (в части погашения задолженности прошлых лет);";-1987,5
01.05.2015;0266000947;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-890
01.05.2015;0266020090;18210301000010000110;НДС Налогового агента;-18305,29
01.05.2015;0266018165;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-54
01.05.2015;0266018165;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-2718,48
01.05.2015;0253015880;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-312
01.05.2015;0253015880;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-27833,1
01.05.2015;0253015880;18210909030080000110;Единый социальный налог, зачисляемый в Федеральный фонд обязательного медицинского страхования;-380,19
01.05.2015;0253015880;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-83874,48
01.05.2015;2543033531;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-977
01.05.2015;0266032392;18210501022010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-12205
01.05.2015;0277074620;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-51924,4
01.05.2015;0266024433;18210501022010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-2890
01.05.2015;0266004684;18210908060010000140;Недоимка , пени и штрафы по взносам в Гос. фонд занятости населения РФ, а также средства указанного Фонда, возвращаемые;-210,84
01.05.2015;0266004684;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-347,5
01.05.2015;0266004684;18210908040080000140;Недоимка по взносам в Федеральный фонд обязательного медицинского страхования;-469,8
01.05.2015;0266004684;18210908020060000140;Недоимка , пени, иные финансовые санкции по взносам  в  Пенсионный фонд  РФ;-4284
01.05.2015;0266004684;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-648,6
01.05.2015;0266004684;18210908030070000140;Недоимка , пени и штрафы по взносам  в Фонд социального страхования РФ;-1686
01.05.2015;0266017041;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-5035
01.05.2015;0266017041;18210904030010000110;"Налог на пользователей автомобильных дорог (в части погашения задолженности прошлых лет);";-1661,96
01.05.2015;0266013375;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-119,1
01.05.2015;0266013375;18210904030010000110;"Налог на пользователей автомобильных дорог (в части погашения задолженности прошлых лет);";-1370,43
01.05.2015;0266013375;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-2523,01
01.05.2015;0266013375;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-674,48
01.05.2015;0266013375;18210901020040000110;Налог на прибыль организаций, зачисл в местный бюджет;-259,96
01.05.2015;0266013375;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-883,56
01.05.2015;0266013375;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-292,1
01.05.2015;0274131975;18210501021010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы, уменьшенные на величину расходов;-35002
01.05.2015;0261008283;18210501012010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-6269
01.05.2015;0266024176;18210501012010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-36600
01.05.2015;0266022490;18210301000010000110;НДС Налогового агента;-2206
01.05.2015;5609036274;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-1378
01.05.2015;0261015072;18210501011010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы;-19010,74
01.05.2015;0266027794;18210501030010000110;Минимальный налог, зачисляемый в бюджеты государственных внебюджетных фондов (уплаченный (взысканный) за налоговые периоды, истекшие до 1 января 2011 года);-15031,08
01.05.2015;0266027681;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-563
01.05.2015;0266027681;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-9866
01.05.2015;0266027681;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-81313,93
01.05.2015;0266020598;18210604011020000110;Транспортный налог с организаций;-337
01.05.2015;0266020598;18210501011010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы;-85899
01.05.2015;0266027755;18210604011020000110;Транспортный налог с организаций;-15904
01.05.2015;0266023119;18210501011010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы;-63621
01.05.2015;0266030148;18210501050010000110;Минимальный налог, зачисляемый в бюджеты субъектов Российской Федерации;-178
01.05.2015;0266014724;18210301000010000110;НДС Налогового агента;-1077
01.05.2015;0266000111;18210908030070000140;Недоимка , пени и штрафы по взносам  в Фонд социального страхования РФ;-227
01.05.2015;0266002422;18210908020060000140;Недоимка , пени, иные финансовые санкции по взносам  в  Пенсионный фонд  РФ;-274,35
01.05.2015;0266002422;18210907052040000110;Прочие местные налоги и сборы;-5235,89
01.05.2015;0266002422;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-248153
01.05.2015;0266002422;18210502020020000110;Единый налог на вмененный доход для отдельных видов деятельности (за налоговые периоды, истекшие до 01.01.2011 г.);-54102,44
01.05.2015;0266035731;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-21117
01.05.2015;0266035731;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-4522
01.05.2015;0266035731;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-40711
01.05.2015;0266029142;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-16652,57
01.05.2015;0266023165;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-275,66
01.05.2015;0266023165;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-461
01.05.2015;0266000721;18210908030070000140;Недоимка , пени и штрафы по взносам  в Фонд социального страхования РФ;-455
01.05.2015;0266002207;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-185
01.05.2015;0266002207;18210909030080000110;Единый социальный налог, зачисляемый в Федеральный фонд обязательного медицинского страхования;-1178
01.05.2015;0266002207;18210909010010000110;(НА) Единый социальный налог (взнос),зачисляемый в федеральный бюджет;-7600
01.05.2015;0266002207;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-42381
01.05.2015;0266002207;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-15742
01.05.2015;0266002207;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-43593
01.05.2015;0266021898;18210301000010000110;НДС Налогового агента;-456
01.05.2015;0266019144;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-4698
01.05.2015;0266034640;18210501050010000110;Минимальный налог, зачисляемый в бюджеты субъектов Российской Федерации;-958
01.05.2015;0266034135;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-15890
01.05.2015;0266011064;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-54
01.05.2015;0266011064;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-431,33
01.05.2015;0266030564;18210501022010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-5552
01.05.2015;0274075752;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-1269
01.05.2015;0274075752;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-81820
01.05.2015;0266014499;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-114,55
01.05.2015;0266014499;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-170,19
01.05.2015;0266014499;18210906010020000110;"Налог с продаж (в части сумм по расчетам за 2003 и погашения задолженности прошлых лет);";-71,4
01.05.2015;0266019271;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-224
01.05.2015;0266015936;18210904030010000110;"Налог на пользователей автомобильных дорог (в части погашения задолженности прошлых лет);";-726,38
01.05.2015;0266033438;18210501011010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы;-840
01.05.2015;0266033438;18210501021010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы, уменьшенные на величину расходов;-16891
01.05.2015;0266025652;18210501030010000110;Минимальный налог, зачисляемый в бюджеты государственных внебюджетных фондов (уплаченный (взысканный) за налоговые периоды, истекшие до 1 января 2011 года);-1851
01.05.2015;0266016986;18210604011020000110;Транспортный налог с организаций;-15650
01.05.2015;0266016986;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-4700
01.05.2015;0266029079;18210501011010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы;-68
01.05.2015;0266028100;18210501030010000110;Минимальный налог, зачисляемый в бюджеты государственных внебюджетных фондов (уплаченный (взысканный) за налоговые периоды, истекшие до 1 января 2011 года);-10000
01.05.2015;0266028100;18210501022010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-15915
01.05.2015;0266030010;18210501030010000110;Минимальный налог, зачисляемый в бюджеты государственных внебюджетных фондов (уплаченный (взысканный) за налоговые периоды, истекшие до 1 января 2011 года);-2180,53
01.05.2015;0266000087;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-99
01.05.2015;0266000087;18210907052040000110;Прочие местные налоги и сборы;-7211
01.05.2015;0266000087;18210909030080000110;Единый социальный налог, зачисляемый в Федеральный фонд обязательного медицинского страхования;-1687,56
01.05.2015;0266000087;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-225
01.05.2015;0266000087;18210909010010000110;(НА) Единый социальный налог (взнос),зачисляемый в федеральный бюджет;-7979,29
01.05.2015;0266000087;18210909020070000110;(НА)Единый социальный налог(взнос), зачисляемый в Фонд  социального страхования РФ;-1341,99
01.05.2015;0266000087;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-223
01.05.2015;0266014386;18210908040080000140;Недоимка по взносам в Федеральный фонд обязательного медицинского страхования;-3653,92
01.05.2015;0266014386;18210908060010000140;Недоимка , пени и штрафы по взносам в Гос. фонд занятости населения РФ, а также средства указанного Фонда, возвращаемые;-1475,47
01.05.2015;0266014386;18210905050010000110;Прочие товары(сырьё);-506,62
01.05.2015;0266014386;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-5545,81
01.05.2015;0266014386;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-6620,89
01.05.2015;0266014386;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-2754
01.05.2015;0266014386;18210906010020000110;"Налог с продаж (в части сумм по расчетам за 2003 и погашения задолженности прошлых лет);";-1885,32
01.05.2015;0266014386;18210908030070000140;Недоимка , пени и штрафы по взносам  в Фонд социального страхования РФ;-9580
01.05.2015;0266021182;18210501011010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы;-1134
01.05.2015;0266035883;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-8272
01.05.2015;0266016513;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-232,4
01.05.2015;0266027829;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-82667,42
01.05.2015;0266023180;18210502020020000110;Единый налог на вмененный доход для отдельных видов деятельности (за налоговые периоды, истекшие до 01.01.2011 г.);-8436
01.05.2015;0266032473;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-67250,82
01.05.2015;0266032473;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-955
01.05.2015;0266032473;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-8598
01.05.2015;0266027674;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-9853
01.05.2015;0266001299;18210604011020000110;Транспортный налог с организаций;-1871356
01.05.2015;0266001299;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-3391362
01.05.2015;0266001299;18210602020020000110;Налог на имущество организаций, входящих в Единую систему газоснабжения;-108099
01.05.2015;0266001299;18210909010010000110;(НА) Единый социальный налог (взнос),зачисляемый в федеральный бюджет;0
01.05.2015;0266001299;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;0
01.05.2015;0266001299;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;0
01.05.2015;0266001299;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;0
01.05.2015;0266001299;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-2418267
01.05.2015;0266001299;18210301000010000110;НДС Налогового агента;-1181812
01.05.2015;0266030846;18210501050010000110;Минимальный налог, зачисляемый в бюджеты субъектов Российской Федерации;-31270
01.05.2015;0266018920;18210501050010000110;Минимальный налог, зачисляемый в бюджеты субъектов Российской Федерации;-682,61
01.05.2015;0266030099;18210501021010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы, уменьшенные на величину расходов;-1497
01.05.2015;0266014690;18210501011010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы;-4022
01.05.2015;0266014690;18210501030010000110;Минимальный налог, зачисляемый в бюджеты государственных внебюджетных фондов (уплаченный (взысканный) за налоговые периоды, истекшие до 1 января 2011 года);-4473,57
01.05.2015;0266014690;18210301000010000110;НДС Налогового агента;-70441
01.05.2015;0266015090;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-90
01.05.2015;0266023020;18210909030080000110;Единый социальный налог, зачисляемый в Федеральный фонд обязательного медицинского страхования;-202
01.05.2015;0266023020;18210909010010000110;(НА) Единый социальный налог (взнос),зачисляемый в федеральный бюджет;-288
01.05.2015;0266023020;18210909020070000110;(НА)Единый социальный налог(взнос), зачисляемый в Фонд  социального страхования РФ;-112,13
01.05.2015;0266027970;18210501012010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-157463
01.05.2015;0266034953;18210501021010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы, уменьшенные на величину расходов;-120963
01.05.2015;0266030194;18210501021010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы, уменьшенные на величину расходов;-2897,93
01.05.2015;0266022549;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-2739
01.05.2015;0266030282;18210909030080000110;Единый социальный налог, зачисляемый в Федеральный фонд обязательного медицинского страхования;-1095
01.05.2015;0266030282;18210909020070000110;(НА)Единый социальный налог(взнос), зачисляемый в Фонд  социального страхования РФ;-1305
01.05.2015;0266030282;18210909010010000110;(НА) Единый социальный налог (взнос),зачисляемый в федеральный бюджет;-8738,91
01.05.2015;2538119511;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-336
01.05.2015;0266006804;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-54
01.05.2015;0266006804;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-3622,16
01.05.2015;0266029960;18210501030010000110;Минимальный налог, зачисляемый в бюджеты государственных внебюджетных фондов (уплаченный (взысканный) за налоговые периоды, истекшие до 1 января 2011 года);-10632
01.05.2015;0266029960;18210501022010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-72664,98
01.05.2015;0266035033;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;0
01.05.2015;0266035033;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-493245
01.05.2015;0266035033;18210301000010000110;НДС Налогового агента;0
01.05.2015;0276130889;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-4542
01.05.2015;0274141116;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-9471,03
01.05.2015;0266014749;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-1106
01.05.2015;0266027547;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-12912,74
01.05.2015;0266027547;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-73519,91
01.05.2015;0266000168;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-158,3
01.05.2015;0266000168;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-78,94
01.05.2015;0266003708;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-141,18
01.05.2015;0266006057;18210908030070000140;Недоимка , пени и штрафы по взносам  в Фонд социального страхования РФ;-553
01.05.2015;0266008992;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-657,81
01.05.2015;0266008840;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-127,53
01.05.2015;0266008840;18210907052040000110;Прочие местные налоги и сборы;-2025,69
01.05.2015;0266008840;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-25630,22
01.05.2015;0266008840;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-1664,5
01.05.2015;0266008840;18210904030010000110;"Налог на пользователей автомобильных дорог (в части погашения задолженности прошлых лет);";-1582,69
01.05.2015;0266008840;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-19358,72
01.05.2015;0266008840;18210901020040000110;Налог на прибыль организаций, зачисл в местный бюджет;-4984,86
01.05.2015;0266008840;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-15791,95
01.05.2015;0266008840;18210906010020000110;"Налог с продаж (в части сумм по расчетам за 2003 и погашения задолженности прошлых лет);";-57
01.05.2015;0266006674;18210907052040000110;Прочие местные налоги и сборы;-1612,5
01.05.2015;0266006674;18210908040080000140;Недоимка по взносам в Федеральный фонд обязательного медицинского страхования;-3326,89
01.05.2015;0266006674;18210908020060000140;Недоимка , пени, иные финансовые санкции по взносам  в  Пенсионный фонд  РФ;-28186
01.05.2015;0266006674;18210905050010000110;Прочие товары(сырьё);-503,47
01.05.2015;0266006674;18210908060010000140;Недоимка , пени и штрафы по взносам в Гос. фонд занятости населения РФ, а также средства указанного Фонда, возвращаемые;-1848,27
01.05.2015;0266006674;18210908030070000140;Недоимка , пени и штрафы по взносам  в Фонд социального страхования РФ;-9986
01.05.2015;0266006674;18210904030010000110;"Налог на пользователей автомобильных дорог (в части погашения задолженности прошлых лет);";-2005,64
01.05.2015;0266006674;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-690,05
01.05.2015;0266006674;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-21283,8
01.05.2015;0266005141;18210905050010000110;Прочие товары(сырьё);-196,4
01.05.2015;0266005141;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-508,29
01.05.2015;0266028942;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;0
01.05.2015;0266028942;18210909030080000110;Единый социальный налог, зачисляемый в Федеральный фонд обязательного медицинского страхования;0
01.05.2015;0266028942;18210909020070000110;(НА)Единый социальный налог(взнос), зачисляемый в Фонд  социального страхования РФ;0
